Group,IsPFAS(haveCF2),Compound name,Code,Solvent_used_for_NMR,SMILES,Internal Standard,FluorineInConjSystem,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
,False,"(E)-1-fluorobuta-1,3-diene",From_Review_125,CDCl3,C=C/C=C/F,,1.0,,,,,-127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,"(Z)-1-fluorobuta-1,3-diene",From_Review_126,CDCl3,C=C/C=C\F,,1.0,,,,,-126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,(E)-(2-fluorovinyl)benzene,From_Review_127,CDCl3,F/C=C/c1ccccc1,,1.0,-130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,(Z)-(2-fluorovinyl)benzene,From_Review_128,CDCl3,F/C=C\c1ccccc1,,1.0,-123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,(E)-1-(2-fluoro-4-phenylbut-1-en-3-yn-1-yl)-4-methoxybenzene,From_Review_129,CDCl3,COc1ccc(/C=C(/F)C#Cc2ccccc2)cc1,,1.0,,,,,,,,,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,(E)-1-(2-fluoro-4-phenylbut-1-en-3-yn-1-yl)-4-methoxybenzene,From_Review_130,CDCl3,COc1ccc(/C=C(\F)C#Cc2ccccc2)cc1,,1.0,,,,,,,,,-107.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,"2-fluorobuta-1,3-diene",From_Review_131,CDCl3,C=CC(=C)F,,1.0,,,,,-120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,(1-fluorovinyl)benzene,From_Review_132,CDCl3,C=C(F)c1ccccc1,,1.0,,,-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,(E)-(((3-fluoroallyl)oxy)methyl)benzene,From_Review_133,CDCl3,F/C=C/COCc1ccccc1,,1.0,-125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,(Z)-(((3-fluoroallyl)oxy)methyl)benzene,From_Review_134,CDCl3,F/C=C\COCc1ccccc1,,1.0,-126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,(E)-3-fluoroallyl acetate,From_Review_135,CDCl3,CC(=O)OC/C=C/F,,1.0,,,,,,,,-123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,(Z)-3-fluoroallyl acetate,From_Review_136,CDCl3,CC(=O)OC/C=C\F,,1.0,,,,,,,,-125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,(Z)-3-fluorohept-2-en-1-ol,From_Review_137,CDCl3,CCCC/C(F)=C/CO,,1.0,,,,,,-106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,(Z)-3-fluoro-3-phenylprop-2-en-1-ol,From_Review_138,CDCl3,OC/C=C(\F)c1ccccc1,,1.0,,,,,-118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,(E)-3-fluoro-3-phenylprop-2-en-1-ol,From_Review_139,CDCl3,OC/C=C(/F)c1ccccc1,,1.0,,,,,-98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,2-fluoroprop-2-en-1-ol,From_Review_140,CDCl3,C=C(F)CO,,1.0,,,-108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,(E)-2-fluoro-3-phenylprop-2-en-1-ol,From_Review_141,CDCl3,OC/C(F)=C/c1ccccc1,,1.0,,,,-114.0,,,,,,,,,,,,,CF3,-62.0,,-132.0,,-188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,(E)-2-fluoro-3-phenylprop-2-en-1-ol,From_Review_142,CDCl3,OC/C(F)=C\c1ccccc1,,1.0,,,,-109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,(E)-3-bromo-1-fluoroprop-1-ene,From_Review_143,CDCl3,F/C=C/CBr,,1.0,-124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,(Z)-3-bromo-1-fluoroprop-1-ene,From_Review_144,CDCl3,F/C=C\CBr,,1.0,-125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,3-chloro-2-fluoroprop-1-ene,From_Review_145,CDCl3,C=C(F)CCl,,1.0,,,-101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,2-fluoro-3-iodoprop-1-ene,From_Review_146,CDCl3,C=C(F)CI,,1.0,,,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,1-chloro-1-fluoroethene,From_Review_147,CDCl3,C=C(F)Cl,,1.0,,,-68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,(E)-1-chloro-2-fluoroethene,From_Review_148,CDCl3,F/C=C/Cl,,1.0,-131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,(E)-1-chloro-2-fluoroethene,From_Review_149,CDCl3,F/C=C\Cl,,1.0,-128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,"1,1-dichloro-2-fluoroethene",From_Review_150,CDCl3,FC=C(Cl)Cl,,1.0,-122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,"1,1,2-trichloro-2-fluoroethene",From_Review_151,CDCl3,FC(Cl)=C(Cl)Cl,,1.0,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"(E)-1,2-difluoro-1-(trifluoromethoxy)ethene",From_Review_152,CDCl3,F/C=C(/F)OC(F)(F)F,,1.0,-188.0,,,-132.0,,,-62.0,-62.0,-62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"(Z)-1,2-difluoro-1-(trifluoromethoxy)ethene",From_Review_153,CDCl3,F/C=C(\F)OC(F)(F)F,,1.0,-180.0,,,-105.0,,,-63.0,-63.0,-63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,(E)-(2-fluoro-2-methoxyvinyl)benzene,From_Review_154,CDCl3,CO/C(F)=C\c1ccccc1,,1.0,,,,-88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"(E)-1,2-difluorohex-1-ene",From_Review_155,CDCl3,CCCC/C(F)=C\F,,1.0,,,,,,-160.0,,-184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"(Z)-1-chloro-1,2-difluoroethene",From_Review_156,CDCl3,F/C=C(/F)Cl,,1.0,-174.0,,,-130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,"(E)-1-chloro-1,2-difluoroethene",From_Review_157,CDCl3,F/C=C(\F)Cl,,1.0,-156.0,,,-105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,"(E)-1,2-dichloro-1,2-difluoroethene",From_Review_158,CDCl3,F/C(Cl)=C(/F)Cl,,1.0,-120.0,,,,-120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,"(E)-1,2-dichloro-1,2-difluoroethene",From_Review_159,CDCl3,F/C(Cl)=C(\F)Cl,,1.0,-106.0,,,,-106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,"(Z)-1,2-difluoro-1-iodoethene",From_Review_160,CDCl3,F/C=C(/F)I,,1.0,-159.0,,,-134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,"(E)-1,2-difluoro-1-iodoethene",From_Review_161,CDCl3,F/C=C(\F)I,,1.0,-136.0,,,-109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,"(E)-(1,2-difluorovinyl)benzene",From_Review_162,CDCl3,F/C=C(/F)c1ccccc1,,1.0,-175.0,,,-167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,"(E)-(1,2-difluorovinyl)benzene",From_Review_163,CDCl3,F/C=C(\F)c1ccccc1,,1.0,-165.0,,,-143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,"(E)-(1,2-difluoro-2-iodovinyl)benzene",From_Review_164,CDCl3,F/C(I)=C(\F)c1ccccc1,,1.0,-101.0,,,,-109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,"(E)-2,3-difluorobut-2-en-1-ol",From_Review_165,CDCl3,C/C(F)=C(\F)CO,,1.0,,,-145,,-134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,"(Z)-2,3-difluorobut-2-en-1-ol",From_Review_166,CDCl3,C/C(F)=C(/F)CO,,1.0,,,-127,,-148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,"(E)-3-chloro-2,3-difluoroprop-2-en-1-ol",From_Review_167,CDCl3,OC/C(F)=C(/F)Cl,,1.0,,,,-152.0,,-122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,"(Z)-3-chloro-2,3-difluoroprop-2-en-1-ol",From_Review_168,CDCl3,OC/C(F)=C(\F)Cl,,1.0,,,,-141.0,,-104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,octyl (E)-3-fluoroacrylate,From_Review_169,CDCl3,CCCCCCCCOC(=O)/C=C/F,,1.0,,,,,,,,,,,,,,-112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,methyl (E)-2-(fluoromethylene)octanoate,From_Review_170,CDCl3,CCCCCC/C(=C\F)C(=O)OC,,1.0,,,,,,,,,-117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,(Z)-5-fluoronon-4-en-3-one,From_Review_171,CDCl3,CCCC/C(F)=C/C(=O)CC,,1.0,,,,,,-82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,(E)-5-fluoronon-4-en-3-one,From_Review_172,CDCl3,CCCC/C(F)=C\C(=O)CC,,1.0,,,,,,-78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,(E)-3-fluoropent-2-enoic acid,From_Review_173,CDCl3,CC/C(F)=C\C(=O)O,,1.0,,,,-73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,methyl (E)-3-fluorohept-2-enoate,From_Review_174,CDCl3,CCCC/C(F)=C\C(=O)OC,,1.0,,,,,,-76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,methyl (E)-3-fluorohept-2-enoate,From_Review_175,CDCl3,CCCC/C(F)=C/C(=O)OC,,1.0,,,,,,-79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,methyl (Z)-3-fluoro-3-phenylacrylate,From_Review_176,CDCl3,COC(=O)/C=C(\F)c1ccccc1,,1.0,,,,,,,-97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,3-fluorobut-3-en-2-one,From_Review_177,CDCl3,C=C(F)C(C)=O,,1.0,,,-116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,butyl 2-fluoroacrylate,From_Review_178,CDCl3,C=C(F)C(=O)OCCCC,,1.0,,,-117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,[H]/C([H])=C(C(OCCCC)=O)\F,From_Review_179,CDCl3,CCOC(=O)/C(F)=C/c1ccccc1,,1.0,,,,,,,-126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,ethyl (E)-2-fluoro-3-phenylacrylate,From_Review_180,CDCl3,CCOC(=O)/C(F)=C\c1ccccc1,,1.0,,,,,,,-118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,tert-butyl (Z)-2-fluorodec-2-enoate,From_Review_181,CDCl3,CCCCCCC/C=C(\F)C(=O)OC(C)(C)C,,1.0,,,,,,,,,,-130.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,tert-butyl (E)-2-fluorodec-2-enoate,From_Review_182,CDCl3,CCCCCCC/C=C(/F)C(=O)OC(C)(C)C,,1.0,,,,,,,,,,-121.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,3-fluoroprop-1-ene,From_Review_183,CDCl3,C=CCF,,0.0,,,,-216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,3-fluoroprop-1-yne,From_Review_184,CDCl3,C#CCF,,0.0,,,,-218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,(E)-1-fluorobut-2-ene,From_Review_185,CDCl3,C/C=C/CF,,0.0,,,,,-208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,(E)-(3-fluoroprop-1-en-1-yl)benzene,From_Review_186,CDCl3,FC/C=C/c1ccccc1,,0.0,-211.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,3-fluoro-2-methylprop-1-ene,From_Review_187,CDCl3,C=C(C)CF,,0.0,,,,,-216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,(3-fluoroprop-1-en-2-yl)benzene,From_Review_188,CDCl3,C=C(CF)c1ccccc1,,0.0,,,,-213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,3-fluorobut-1-ene,From_Review_189,CDCl3,C=CC(C)F,,0.0,,,,,-170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,(E)-(3-fluorobut-1-en-1-yl)benzene,From_Review_190,CDCl3,CC(F)/C=C/c1ccccc1,,0.0,,,-166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,ethyl (E)-4-fluorobut-2-enoate,From_Review_191,CDCl3,CCOC(=O)/C=C/CF,,0.0,,,,,,,,,-224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,(E)-1-(3-fluoroprop-1-en-1-yl)-4-methoxybenzene,From_Review_192,CDCl3,COc1ccc(/C=C/CF)cc1,,0.0,,,,,,,,,,-208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,(E)-(3-fluoroprop-1-en-1-yl)benzene,From_Review_193,CDCl3,FC/C=C/c1ccccc1,,0.0,-210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,(E)-1-(3-fluoroprop-1-en-1-yl)-4-methylbenzene,From_Review_194,CDCl3,Cc1ccc(/C=C/CF)cc1,,0.0,,,,,,,,,-214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,fluorobenzene,From_Review_195,CDCl3,Fc1ccccc1,,1.0,-113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,"1,2-difluorobenzene",From_Review_196,CDCl3,Fc1ccccc1F,,1.0,-139.0,,,,,,,-139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,"1,3-difluorobenzene",From_Review_197,CDCl3,Fc1cccc(F)c1,,1.0,-110.0,,,,,,-110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,"1,4-difluorobenzene",From_Review_198,CDCl3,Fc1ccc(F)cc1,,1.0,-120.0,,,,,-120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,"1,3,5-trifluorobenzene",From_Review_199,CDCl3,Fc1cc(F)cc(F)c1,,1.0,-101.0,,,,-101.0,,,-101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,perfluorobenzene,From_Review_200,CDCl3,Fc1c(F)c(F)c(F)c(F)c1F,,1.0,-162.0,,,-162.0,,-162.0,,-162.0,,-162.0,,-162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,False,"1,1-difluorooctane",From_Review_201,CDCl3,CCCCCCCC(F)F,,0.0,,,,,,,,,-116.0,-116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,(difluoromethyl)cyclopentane,From_Review_202,CDCl3,FC(F)C1CCCC1,,0.0,,,,,,,-119.0,-119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"2,2-difluorobutane",From_Review_203,CDCl3,CCC(C)(F)F,,0.0,,,,,-93.3,-93.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"3,3-difluoropentane",From_Review_204,CDCl3,CCC(F)(F)CC,,0.0,,,,-102.4,-102.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"2,2-difluoro-3,3-dimethylbutane",From_Review_205,CDCl3,CC(C)(C)C(C)(F)F,,0.0,,,,,,,-102.2,-102.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"3,3-difluoro-2,4-dimethylpentane",From_Review_206,CDCl3,CC(C)C(F)(F)C(C)C,,0.0,,,,,-120.0,-120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"ethyl 2,2-difluoro-3-hydroxy-3-phenylpropanoate",From_Review_207,CDCl3,CCOC(=O)C(F)(F)C(O)c1ccccc1,,0.0,,,,,,,-117.15,-117.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,4-bis(chlorodifluoromethyl)benzene",From_Review_208,CDCl3,FC(F)(Cl)c1ccc(C(F)(F)Cl)cc1,,0.0,-50.0,,-50,,,,,,,-50.0,-50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,4-bis(bromodifluoromethyl)benzene",From_Review_209,CDCl3,FC(F)(Br)c1ccc(C(F)(F)Br)cc1,,0.0,-46.0,,-46,,,,,,,-46.0,-46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1-chloro-1,1-difluoroethane",From_Review_210,CDCl3,CC(F)(F)Cl,,0.0,,,-46,-46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1-chloro-1,1-difluorononane",From_Review_211,CDCl3,CCCCCCCCC(F)(F)Cl,,0.0,,,,,,,,,,-49.0,-49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1-bromo-1,1-difluorohexane",From_Review_212,CDCl3,CCCCCC(F)(F)Br,,0.0,,,,,,,-44.0,-44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1-difluoro-1,3-diiodopropane",From_Review_213,CDCl3,FC(F)(I)CCI,,0.0,-39.0,,-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"2-chloro-1,1-difluoroethane",From_Review_214,CDCl3,FC(F)CCl,,0.0,-120.0,,-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1,2-trifluoroethane",From_Review_215,CDCl3,FCC(F)F,,0.0,,,,-130.0,-130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1,2,2-tetrafluoroethane",From_Review_216,CDCl3,FC(F)C(F)F,,0.0,-138.0,,-138,,-138.0,-138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"2,2-difluoropropane",From_Review_217,CDCl3,CC(C)(F)F,Page 139,0.0,,,,-84.5,-84.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1-chloro-2,2-difluoropropane",From_Review_218,CDCl3,CC(F)(F)CCl,,0.0,,,-95,-95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,2,2-trifluoropropane",From_Review_219,CDCl3,CC(F)(F)CF,,0.0,,,-103,-103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1,2,2-tetrafluoropropane",From_Review_220,CDCl3,CC(F)(F)C(F)F,,0.0,,,-109,-109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1-dichloro-2,2-difluoropropane",From_Review_221,CDCl3,CC(F)(F)C(Cl)Cl,,0.0,,,-98,-98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1,1-trichloro-2,2-difluoropropane",From_Review_222,CDCl3,CC(F)(F)C(Cl)(Cl)Cl,,0.0,,,-100,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1,1,1,2,2-pentafluoropropane",From_Review_223,CDCl3,CC(F)(F)C(F)(F)F,,0.0,,,-111,-111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"2,2-difluoro-1-iodohexane",From_Review_224,CDCl3,CCCCC(F)(F)CI,,0.0,,,,,,-94.9,-94.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,True,"1-bromo-2,2-difluorohexane",From_Review_225,CDCl3,CCCCC(F)(F)CBr,,0.0,,,,,,-99.2,-99.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
