,Group,IsPFAS(haveCF2),CAS,Compound name,Code,Solvent_used_for_NMR,Source,Note,SMILES,Internal Standard,FluorineInConjSystem,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
476,,FALSE,,(((trifluoromethyl)sulfonyl)methyl)benzene,From_Review_313,CDCl3,,,O=S(=O)(Cc1ccccc1)C(F)(F)F,,0,,,,,,,,,,,,-77,-77,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,,FALSE,,"ethyl 3-amino-4,4,4-trifluorobutanoate",From_Review_314,CDCl3,,,CCOC(=O)CC(N)C(F)(F)F,,0,,,,,,,,,,-79,-79,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,,FALSE,,"2,2,2-trifluoroethan-1-amine",From_Review_315,CDCl3,,,NCC(F)(F)F,,0,,,,-72,-72,-72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,,TRUE,,"3,3,3-trifluoropropan-1-amine",From_Review_316,CDCl3,,,NCCC(F)(F)F,,0,,,,,-66,-66,-66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,,FALSE,,"2,2,2-trifluoroacetaldehyde",From_Review_317,CDCl3,,,O=CC(F)(F)F,,0,,,,-82,-82,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,,FALSE,,"1,1,1-trifluoropropan-2-one",From_Review_318,CDCl3,,,CC(=O)C(F)(F)F,,0,,,,,-81,-81,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,,FALSE,,"2,2,2-trifluoro-1-phenylethan-1-one",From_Review_319,CDCl3,,,O=C(c1ccccc1)C(F)(F)F,,0,,,,,,,,,,-72,-72,-72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,,FALSE,,"3,3,3-trifluoropropanal",From_Review_320,CDCl3,,,O=CCC(F)(F)F,,0,,,,,-60,-60,-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,,FALSE,,"4,4,4-trifluorobutanal",From_Review_321,CDCl3,,,O=CCCC(F)(F)F,,0,,,,,,-66,-66,-66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,,FALSE,,"3,3,3-trifluoro-2-methylpropanal",From_Review_322,CDCl3,,,CC(C=O)C(F)(F)F,,0,,,,,,-68,-68,-68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,,FALSE,,"4,4,4-trifluorobutan-2-one",From_Review_323,CDCl3,,,CC(=O)CC(F)(F)F,,0,,,,,,-63,-63,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,,FALSE,,"3,3,3-trifluoro-1-phenylpropan-1-one",From_Review_324,CDCl3,,,O=C(CC(F)(F)F)c1ccccc1,,0,,,,,-62,-62,-62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,,FALSE,,"1,1,1-trifluorodecan-4-one",From_Review_325,CDCl3,,,CCCCCCC(=O)CCC(F)(F)F,,0,,,,,,,,,,,,-67,-67,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,,FALSE,,"4,4,4-trifluoro-1-phenylbutan-1-one",From_Review_326,CDCl3,,,O=C(CCC(F)(F)F)c1ccccc1,,0,,,,,,-65,-65,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,,FALSE,,"2,2,2-trifluoroacetic acid",From_Review_327,CDCl3,,,O=C(O)C(F)(F)F,,0,,,,,-76,-76,-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,,FALSE,,"ethyl 2,2,2-trifluoroacetate",From_Review_328,CDCl3,,,CCOC(=O)C(F)(F)F,,0,,,,,,,-76,-76,-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,,FALSE,,"2,2,2-trifluoroacetyl chloride",From_Review_329,CDCl3,,,O=C(Cl)C(F)(F)F,,0,,,,,-76,-76,-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,,FALSE,,"2,2,2-trifluoroacetyl fluoride",From_Review_330,CDCl3,,,O=C(F)C(F)(F)F,,0,,,,,-75,-75,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,,FALSE,,"2,2,2-trifluoroacetic anhydride",From_Review_331,CDCl3,,,O=C(OC(=O)C(F)(F)F)C(F)(F)F,,0,,,,,,,-76,-76,-76,,-76,-76,-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,,FALSE,,"3,3,3-trifluoropropanoic acid",From_Review_332,CDCl3,,,O=C(O)CC(F)(F)F,,0,,,,,,-64,-64,-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,,FALSE,,"ethyl 3,3,3-trifluoropropanoate",From_Review_333,CDCl3,,,CCOC(=O)CC(F)(F)F,,0,,,,,,,,-65,-65,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,,FALSE,,"4,4,4-trifluorobutanoic acid",From_Review_334,CDCl3,,,O=C(O)CCC(F)(F)F,,0,,,,,,,-68,-68,-68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,,FALSE,,"methyl 3,3,3-trifluoro-2-oxopropanoate",From_Review_335,CDCl3,,,COC(=O)C(=O)C(F)(F)F,,0,,,,,,,,-76,-76,-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,,FALSE,,"methyl 3,3,3-trifluoro-2,2-dihydroxypropanoate",From_Review_336,CDCl3,,,COC(=O)C(O)(O)C(F)(F)F,,0,,,,,,,,,-84,-84,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,,FALSE,,"methyl 4,4,4-trifluoro-3-oxobutanoate",From_Review_337,CDCl3,,,COC(=O)CC(=O)C(F)(F)F,,0,,,,,,,,,-75,-75,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,,FALSE,,methyl trifluoromethanesulfonate,From_Review_338,CDCl3,,,COS(=O)(=O)C(F)(F)F,,0,,,,,,,-75,-75,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,,FALSE,,trifluoromethanesulfonic anhydride,From_Review_339,CDCl3,,,O=S(=O)(OS(=O)(=O)C(F)(F)F)C(F)(F)F,,0,,,,,,,,,-72,-72,-72,,-72,-72,-72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,,FALSE,,trifluoromethanesulfonyl chloride,From_Review_340,CDCl3,,,O=S(=O)(Cl)C(F)(F)F,,0,,,,,,-76,-76,-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,,FALSE,,"3,3,3-trifluoroprop-1-ene",From_Review_341,CDCl3,,,C=CC(F)(F)F,,0,,,,-67,-67,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,,FALSE,,"(E)-1,1,1-trifluorohept-2-ene",From_Review_342,CDCl3,,,CCCC/C=C/C(F)(F)F,,0,,,,,,,,-65,-65,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,,FALSE,,"(Z)-1,1,1-trifluorohept-2-ene",From_Review_343,CDCl3,,,CCCC/C=C\C(F)(F)F,,0,,,,,,,,-59,-59,-59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,,FALSE,,"(E)-1,1,1-trifluoronon-2-ene",From_Review_344,CDCl3,,,CCCCCC/C=C/C(F)(F)F,,0,,,,,,,,,,-65,-65,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,,FALSE,,"(E)-1-methyl-4-(3,3,3-trifluoroprop-1-en-1-yl)benzene",From_Review_345,CDCl3,,,Cc1ccc(/C=C/C(F)(F)F)cc1,,0,,,,,,,,,-64,-64,-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,,FALSE,,"(E)-(3,3,3-trifluoroprop-1-en-1-yl)benzene",From_Review_346,CDCl3,,,FC(F)(F)/C=C/c1ccccc1,,0,-63,,-63,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,,FALSE,,"(Z)-(3,3,3-trifluoroprop-1-en-1-yl)benzene",From_Review_347,CDCl3,,,FC(F)(F)/C=C\c1ccccc1,,0,-58,,-58,-58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,,FALSE,,"(2E,4E)-1,1,1-trifluorodeca-2,4-diene",From_Review_348,CDCl3,,,CCCCC/C=C/C=C/C(F)(F)F,,0,,,,,,,,,,,-64,-64,-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,,FALSE,,"((1E,3E)-5,5,5-trifluoropenta-1,3-dien-1-yl)benzene",From_Review_349,CDCl3,,,FC(F)(F)/C=C/C=C/c1ccccc1,,0,-63,,-63,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,,FALSE,,2-(trifluoromethyl)non-1-ene,From_Review_350,CDCl3,,,C=C(CCCCCCC)C(F)(F)F,,0,,,,,,,,,,,-70,-70,-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,,FALSE,,"4,4,4-trifluorobut-1-ene",From_Review_351,CDCl3,,,C=CCC(F)(F)F,,0,,,,,-65,-65,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,,FALSE,,"(E)-(4,4,4-trifluorobut-1-en-1-yl)benzene",From_Review_352,CDCl3,,,FC(F)(F)C/C=C/c1ccccc1,,0,-65,,-65,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,,FALSE,,"(E)-1,1,1-trifluorohept-3-ene",From_Review_353,CDCl3,,,CCC/C=C/CC(F)(F)F,,0,,,,,,,,-68,-68,-68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,,FALSE,,"(Z)-1,1,1,4,4,4-hexafluorobut-2-ene",From_Review_354,CDCl3,,,FC(F)(F)/C=C/C(F)(F)F,,0,-66.4,,-66.4,-66.4,,,,-66.4,-66.4,-66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,,FALSE,,"(Z)-1,1,1,4,4,4-hexafluorobut-2-ene",From_Review_355,CDCl3,,,FC(F)(F)/C=C\C(F)(F)F,,0,-60.6,,-60.6,-60.6,,,,-60.6,-60.6,-60.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,,FALSE,,"3,3,3-trifluoro-2-(trifluoromethyl)prop-1-ene",From_Review_356,CDCl3,,,C=C(C(F)(F)F)C(F)(F)F,,0,,,,-65.7,-65.7,-65.7,,-65.7,-65.7,-65.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,,FALSE,,"(E)-4,4,4-trifluorobut-2-enal",From_Review_357,CDCl3,,,O=C/C=C/C(F)(F)F,,0,,,,,,-66,-66,-66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,,FALSE,,"(E)-5,5,5-trifluoropent-3-en-2-one",From_Review_358,CDCl3,,,CC(=O)/C=C/C(F)(F)F,,0,,,,,,,-65,-65,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,,FALSE,,"(E)-4,4,4-trifluoro-1-phenylbut-2-en-1-one",From_Review_359,CDCl3,,,O=C(/C=C/C(F)(F)F)c1ccccc1,,0,,,,,,-66,-66,-66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,,FALSE,,"(E)-4,4,4-trifluoro-2-methyl-1-phenylbut-2-en-1-one",From_Review_360,CDCl3,,,C/C(=C\C(F)(F)F)C(=O)c1ccccc1,,0,,,,,-60,-60,-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,,FALSE,,"(E)-4,4,4-trifluorobut-2-enoic acid",From_Review_361,CDCl3,,,O=C(O)/C=C/C(F)(F)F,,0,,,,,,,-66,-66,-66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,,FALSE,,1-phenyl-2-(trifluoromethyl)prop-2-en-1-one,From_Review_362,CDCl3,,,C=C(C(=O)c1ccccc1)C(F)(F)F,,0,,,,,,,,,,,,-64,-64,-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,,FALSE,,2-(trifluoromethyl)dec-1-en-3-one,From_Review_363,CDCl3,,,C=C(C(=O)CCCCCCC)C(F)(F)F,,0,,,,,,,,,,,,,-64,-64,-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,,FALSE,,"3,3,3-trifluoroprop-1-yne",From_Review_364,CDCl3,,,C#CC(F)(F)F,,0,,,,-52,-52,-52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,,FALSE,,perfluorobut-2-yne,From_Review_365,CDCl3,,,FC(F)(F)C#CC(F)(F)F,,0,-53,,-53,-53,,,,-53,-53,-53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,,FALSE,,"4,4,4-trifluorobut-1-yne",From_Review_366,CDCl3,,,C#CCC(F)(F)F,,0,,,,,-64,-64,-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,,FALSE,,"1,2-bis(trifluoromethyl)benzene",From_Review_367,CDCl3,,,FC(F)(F)c1ccccc1C(F)(F)F,,0,-59.6,,-59.6,-59.6,,,,,,,,-59.6,-59.6,-59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,,FALSE,,"1,3-bis(trifluoromethyl)benzene",From_Review_368,CDCl3,,,FC(F)(F)c1cccc(C(F)(F)F)c1,,0,-63.3,,-63.3,-63.3,,,,,,,-63.3,-63.3,-63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,,FALSE,,"1,4-bis(trifluoromethyl)benzene",From_Review_369,CDCl3,,,FC(F)(F)c1ccc(C(F)(F)F)cc1,,0,-63.5,,-63.5,-63.5,,,,,,-63.5,-63.5,-63.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,,FALSE,,"1,2,4-tris(trifluoromethyl)benzene",From_Review_370,CDCl3,,,FC(F)(F)c1ccc(C(F)(F)F)c(C(F)(F)F)c1,,0,-63.8,,-63.8,-63.8,,,,,,-60,-60,-60,,,-60,-60,-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,,FALSE,,"1,2,3-tris(trifluoromethyl)benzene",From_Review_371,CDCl3,,,FC(F)(F)c1cccc(C(F)(F)F)c1C(F)(F)F,,0,-58,,-58,-58,,,,,,,-58,-58,-58,,,-55,-55,-55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,,FALSE,,"1,3,5-tris(trifluoromethyl)benzene",From_Review_372,CDCl3,,,FC(F)(F)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,,0,-63.4,,-63.4,-63.4,,,,,-63.4,-63.4,-63.4,,,,-63.4,-63.4,-63.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,,FALSE,,"1,2,3,5-tetrakis(trifluoromethyl)benzene",From_Review_373,CDCl3,,,FC(F)(F)c1cc(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c1,,0,-63.9,,-63.9,-63.9,,,,,-59.5,-59.5,-59.5,,,-55.2,-55.2,-55.2,,,-59.5,-59.5,-59.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,,FALSE,,"1,2,4,5-tetrakis(trifluoromethyl)benzene",From_Review_374,CDCl3,,,FC(F)(F)c1cc(C(F)(F)F)c(C(F)(F)F)cc1C(F)(F)F,,0,-60.3,,-60.3,-60.3,,,,,-60.3,-60.3,-60.3,,,-60.3,-60.3,-60.3,,,,-60.3,-60.3,-60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,,FALSE,,"1,2,3,4-tetrakis(trifluoromethyl)benzene",From_Review_375,CDCl3,,,FC(F)(F)c1ccc(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,,0,-61.2,,-61.2,-61.2,,,,,,-61.2,-61.2,-61.2,,,-61.2,-61.2,-61.2,,,-61.2,-61.2,-61.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,,FALSE,,"1,2,3,4,5-pentakis(trifluoromethyl)benzene",From_Review_376,CDCl3,,,FC(F)(F)c1cc(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,,0,-59.3,,-59.3,-59.3,,,,,-59.3,-59.3,-59.3,,,-54.8,-54.8,-54.8,,,-52.3,-52.3,-52.3,,,-54.8,-54.8,-54.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,,FALSE,,"1,2,3,4,5,6-hexakis(trifluoromethyl)benzene",From_Review_377,CDCl3,,,FC(F)(F)c1c(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,,0,-52.6,,-52.6,-52.6,,,,-52.6,-52.6,-52.6,,,-52.6,-52.6,-52.6,,,-52.6,-52.6,-52.6,,,-52.6,-52.6,-52.6,,,-52.6,-52.6,-52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,,FALSE,,"1-methyl-2,3,4,5,6-pentakis(trifluoromethyl)benzene",From_Review_378,CDCl3,,,Cc1c(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,,0,,,,,-55.5,-55.5,-55.5,,,-53.5,-53.5,-53.5,,,-52.4,-52.4,,,,-53.5,-53.5,-53.5,,,-55.5,-55.5,-55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,,FALSE,,"2,3,4,5,6-pentakis(trifluoromethyl)phenol",From_Review_379,CDCl3,,,Oc1c(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,,0,,,,,-55.8,-55.8,-55.8,,,-51.5,-51.5,-51.5,,,-49.4,-49.4,-49.4,,,-51.5,-51.5,-51.5,,,-55.8,-55.8,-55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,,FALSE,,"2,3,4,5,6-pentakis(trifluoromethyl)aniline",From_Review_380,CDCl3,,,Nc1c(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,,0,,,,,-58.9,-58.9,-58.9,,,-53.3,-53.3,-53.3,,,-51,-51,-51,,,-53.3,-53.3,-53.3,,,-58.9,-58.9,-58.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,,FALSE,,"1,1,2,2-tetrafluorohexane",From_Review_381,CDCl3,,,CCCCC(F)(F)C(F)F,,0,,,,,,-117,-117,,-136,-136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,,FALSE,,"(2,2,3,3-tetrafluorooctyl)benzene",From_Review_382,CDCl3,,,CCCCCC(F)(F)C(F)(F)Cc1ccccc1,,0,,,,,,,-116,-116,,-116.4,-116.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,,FALSE,,"1,1,2,2-tetrafluoro-1-(2,2,2-trifluoroethoxy)ethane",From_Review_383,CDCl3,,,FC(F)C(F)(F)OCC(F)(F)F,,0,-138,,-138,,-94,-94,,,,-76,-76,-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,,FALSE,,"1,1,2,2-tetrafluoro-1-methoxyethane",From_Review_384,CDCl3,,Page 241. The data is different from that from the literature reporting 100+ PFAS,COC(F)(F)C(F)F,,0,,,,,,,-137,-137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,,TRUE,,"3,3,4,4-tetrafluoro-2-methylbutan-2-ol",From_Review_385,CDCl3,,,CC(C)(O)C(F)(F)C(F)F,,0,,,,,,-130,-130,,-136,-136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,,FALSE,,"1,1,1,2-tetrafluoropropane",From_Review_386,CDCl3,,Page 244,CC(F)C(F)(F)F,,0,,,-195,,-81,-81,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,,FALSE,,"1,1,1,2,2-pentafluoro-2-(1,2,2,2-tetrafluoroethoxy)ethane",From_Review_387,CDCl3,,,FC(OC(F)(F)C(F)(F)F)C(F)(F)F,,0,-146,,,,-89.5,-91.2,,-87,-87,-87,,-84,-84,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,,FALSE,,"1,1,1,2,2-pentafluoro-2-methoxyethane",From_Review_388,CDCl3,,,COC(F)(F)C(F)(F)F,,0,,,,-92.3,-92.3,,-86,-86,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,,FALSE,,ethyl(perfluoroethyl)sulfane,From_Review_389,CDCl3,,,CCSC(F)(F)C(F)(F)F,,0,,,,,-92.1,-92.1,,-84.7,-84.7,-84.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,,FALSE,,"1,1,1,2,3,3-hexafluoro-3-methoxypropane",From_Review_390,CDCl3,,,COC(F)(F)C(F)C(F)(F)F,,0,,,,-85,-85,,-212,,-76,-76,-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,,FALSE,,"1,1,1-trifluoro-3-((1,1,2,3,3,3-hexafluoropropyl)thio)propan-2-one",From_Review_391,CDCl3,,,O=C(CSC(F)(F)C(F)C(F)(F)F)C(F)(F)F,,0,,,,,,-83,-83,,-207,,-79,-79,-79,,-77,-77,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,,TRUE,,"3,3,4,5,5,5-hexafluoro-2-methylpentan-2-ol",From_Review_392,CDCl3,,,CC(C)(O)C(F)(F)C(F)C(F)(F)F,,0,,,,,,-123.1,-123.1,,-206,,-73,-73,-73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,,FALSE,,"4,4,5,5,6,6-hexafluorohex-1-ene",From_Review_393,CDCl3,,,C=CCC(F)(F)C(F)(F)C(F)F,,0,,,,,-115,-115,,-132,-132,,-138,-138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,,FALSE,,"1,1,2,2,3,3-hexafluorocyclohexane",From_Review_394,CDCl3,,,FC1(F)CCCC(F)(F)C1(F)F,,0,-118,,-118,,,,,-118,-118,,-139,-139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,,FALSE,,"1,1,2,2,3,3,4,4-octafluorocyclohexane",From_Review_395,CDCl3,,,FC1(F)CCC(F)(F)C(F)(F)C1(F)F,,0,-118,,-118,,,,-118,-118,,-135,-135,,-135,-135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,,FALSE,,perfluorocyclopropane,From_Review_396,CDCl3,,,FC1(F)C(F)(F)C1(F)F,,0,-159,,-159,,-159,-159,,-159,-159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,,FALSE,,"1,1,1,3,3,3-hexafluoro-2-methoxypropane",From_Review_397,CDCl3,,,COC(C(F)(F)F)C(F)(F)F,,0,,,,,-75,-75,-75,,-75,-75,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
